01-357; Warszawa; ul. Borowego Wacława
01-357; Warszawa; ul. Muszlowa
01-358; Warszawa; ul. Świetlików od 12 do ostatniego, od 19 do ostatniego
01-359; Warszawa; ul. Okoliczna
01-360; Warszawa; ul. Człuchowska od 20 do ostatniego, od 9 do ostatniego
01-361; Warszawa; ul. Drogomilska
01-361; Warszawa; ul. Legendy
01-362; Warszawa; Pl. Kasztelański
01-364; Warszawa; ul. Gimnazjalna
01-364; Warszawa; ul. Kiermaszowa
01-365; Warszawa; ul. Kruszyńska
01-366; Warszawa; ul. Batalionu Miotła
01-366; Warszawa; ul. Oświatowa
01-367; Warszawa; ul. Strąkowa od 24 do ostatniego, od 21 do ostatniego
01-368; Warszawa; ul. Joyce'a Jamesa
01-368; Warszawa; ul. Rzędzińska
01-373; Warszawa; ul. Jana Olbrachta od 96 do ostatniego, od 65 do ostatniego
01-374; Warszawa; ul. Batalionów Chłopskich od 2 do 18, od 1 do 73
01-376; Warszawa; ul. Dźwigowa od 42 do ostatniego, od 45 do ostatniego
01-377; Warszawa; ul. Połczyńska od 1 do 33
01-378; Warszawa; ul. Połczyńska od 2 do 26
01-380; Warszawa; Poczta Warszawa 027, ul. Powstańców Śląskich 70
01-381; Warszawa; ul. Powstańców Śląskich od 2 do 78, od 1 do 21
01-382; Warszawa; ul. Szczotkarska od 42 do ostatniego, od 15 do ostatniego
01-383; Warszawa; ul. Sternicza od 2 do 40, od 1 do 79
01-384; Warszawa; ul. Brygadzistów
01-384; Warszawa; ul. Cokołowa
01-385; Warszawa; ul. Drzeworytników od 14 do ostatniego, od 77 do ostatniego
01-386; Warszawa; ul. Reżyserska
01-387; Warszawa; ul. Kryształowa od 2 do 20, od 1 do 21
01-388; Warszawa; ul. Rodzinna
01-389; Warszawa; ul. Świetlików od 2 do 10, od 1 do 17
01-390; Warszawa; ul. Puszczy Solskiej
01-390; Warszawa; ul. Sucharskiego Henryka
01-391; Warszawa; ul. Krzywoń Anieli
01-401; Warszawa; ul. Górczewska od 44 do 86, od 47 do 115
01-402; Warszawa; ul. Ciołka Erazma od 2 do 12
01-405; Warszawa; ul. Dobiszewskiego Antoniego
01-406; Warszawa; ul. Batalionu Pięść
01-406; Warszawa; ul. Bielskiego Marcina
01-407; Warszawa; ul. Deotymy od 2 do 44, od 1 do 33
01-408; Warszawa; ul. Magistracka od 29 do ostatniego
01-408; Warszawa; ul. Ożarowska od 63 do 73
01-409; Warszawa; ul. Deotymy od 46 do ostatniego, od 35 do 39
01-410; Warszawa; ul. Czorsztyńska
01-410; Warszawa; ul. Księdza Sitnika Jana
01-410; Warszawa; ul. Raszei Franciszka
01-410; Warszawa; ul. Ringelbluma Emanuela
01-411; Warszawa; ul. Zawiszy od 15 do ostatniego
01-413; Warszawa; ul. Magistracka od 1 do 27, od 2 do 26, od 26B do ostatniego
01-416; Warszawa; ul. Ożarowska od 2 do ostatniego, od 1 do 61
01-417; Warszawa; ul. Magistracka od 26A do 26A
01-418; Warszawa; ul. Obozowa od 61 do 65
01-419; Warszawa; ul. Bolecha od 2 do 56, od 1 do 19
01-420; Warszawa; ul. Majakowskiego Włodzimierza
01-420; Warszawa; ul. Szałka Jana
01-421; Warszawa; Poczta Warszawa 028, ul. Obozowa 63/65
01-422; Warszawa; ul. Dobrogniewa od 3A do 3A
01-423; Warszawa; ul. Obozowa od 40 do 60
01-424; Warszawa; Al. Prymasa Tysiąclecia od 58 do 102, od 97 do 155
01-424; Warszawa; ul. Przy Lasku
01-425; Warszawa; ul. Obozowa od 67 do 85
01-426; Warszawa; ul. Obozowa od 62 do 80
01-428; Warszawa; ul. Dahlberga Eryka od 2 do ostatniego
01-429; Warszawa; ul. Długomiła
01-431; Warszawa; ul. Deotymy od 49 do ostatniego
01-432; Warszawa; ul. Ciołka Erazma od 28 do ostatniego
01-433; Warszawa; ul. Obozowa od 87 do ostatniego
01-434; Warszawa; ul. Obozowa od 82 do ostatniego
01-436; Warszawa; ul. Dahlberga Eryka od 1 do ostatniego
01-437; Warszawa; ul. Bolecha od 58 do ostatniego, od 21 do ostatniego
01-438; Warszawa; ul. Dobrogniewa od 2 do ostatniego, od 1 do 3, od 5 do ostatniego
01-439; Warszawa; ul. Dalibora
01-441; Warszawa; ul. Deotymy od 41 do 47
01-442; Warszawa; ul. Brożka Jana od 2 do 4, od 1 do 3
01-443; Warszawa; ul. Ciołka Erazma od 14 do 26
01-444; Warszawa; ul. Ożarowska od 75 do ostatniego
01-445; Warszawa; ul. Ciołka Erazma od 11 do ostatniego
01-446; Warszawa; ul. Klecka
01-446; Warszawa; ul. Koszycka
01-446; Warszawa; ul. Lędzka
01-447; Warszawa; ul. Andrychowska
01-447; Warszawa; ul. Newelska
01-448; Warszawa; ul. Kaprys
01-449; Warszawa; ul. Małego Franka od 2 do ostatniego, od 9 do ostatniego
01-450; Warszawa; ul. Astronomów
01-451; Warszawa; ul. Brożka Jana od 6 do ostatniego, od 5 do ostatniego
01-451; Warszawa; ul. Łacińska
01-451; Warszawa; ul. Romańska
01-452; Warszawa; ul. Księcia Janusza
01-456; Warszawa; ul. Krępowieckiego Tadeusza
01-456; Warszawa; ul. Mroczna
01-457; Warszawa; ul. Przanowskiego Władysława
01-458; Warszawa; ul. Białowiejska
01-458; Warszawa; ul. Szańcowa
01-459; Warszawa; ul. Górczewska od 137 do ostatniego
01-460; Warszawa; ul. Górczewska od 116 do ostatniego
01-461; Warszawa; ul. Bogatyńska
01-461; Warszawa; ul. Dębicka
01-461; Warszawa; ul. Grodkowska
01-461; Warszawa; ul. Jeździecka
01-461; Warszawa; ul. Kluczborska
01-461; Warszawa; ul. Strońska
01-461; Warszawa; ul. Szlifierska
01-461; Warszawa; ul. Ziębicka
01-462; Warszawa; ul. Kołczana
01-462; Warszawa; ul. Zaborowska
01-464; Warszawa; ul. Baborowska
01-464; Warszawa; ul. Bożka Arki
01-464; Warszawa; ul. Konarskiego Stanisława od 184 do ostatniego, od 183 do ostatniego
01-464; Warszawa; ul. Łagowska
01-464; Warszawa; ul. Siodlarska
01-465; Warszawa; ul. Czakowa
01-466; Warszawa; ul. Babimojska
01-466; Warszawa; ul. Bolkowska
01-466; Warszawa; ul. Budy
01-466; Warszawa; ul. Kazubów
01-466; Warszawa; ul. Powstańców Śląskich od 80 do ostatniego
01-466; Warszawa; ul. Żeńców
01-467; Warszawa; ul. Brzeżek
01-468; Warszawa; ul. Wieśniacza
01-469; Warszawa; ul. Marynin
01-470; Warszawa; ul. Dywizjonu 303
01-471; Warszawa; ul. Generała Pełczyńskiego Tadeusza
01-471; Warszawa; ul. Kazimierza Deyny
01-471; Warszawa; ul. Narwik
01-472; Warszawa; ul. Brandta Józefa
01-472; Warszawa; ul. Bułhaka Jana
01-472; Warszawa; ul. Cieplarniana
01-472; Warszawa; ul. Dorohuska
01-472; Warszawa; ul. Fabiańska
01-472; Warszawa; ul. Iskry
01-472; Warszawa; ul. Komorowska
01-472; Warszawa; ul. Kozłowicka
01-472; Warszawa; ul. Oblęgorska
01-472; Warszawa; ul. Ołtarzewska
01-472; Warszawa; ul. Podkowińska
01-472; Warszawa; ul. Rąblowska
01-472; Warszawa; ul. Spychowska
01-472; Warszawa; ul. Wielbarska
01-472; Warszawa; ul. Zaboreczne
01-473; Warszawa; ul. Arkadyjska
01-473; Warszawa; ul. Bolimowska
01-473; Warszawa; ul. Borzęcińska
01-473; Warszawa; ul. Hucisko
01-473; Warszawa; ul. Kircholmska
01-473; Warszawa; ul. Kocjana Antoniego
01-473; Warszawa; ul. Krajeńska
01-473; Warszawa; ul. Majora Dobrzańskiego Henryka "Hubala"
01-473; Warszawa; ul. Skłoby
01-473; Warszawa; ul. Strawczyńska
01-474; Warszawa; ul. Lazurowa od 166 do ostatniego
01-475; Warszawa; ul. Oryszewska
01-475; Warszawa; ul. Osowiecka
01-475; Warszawa; ul. Otrębuska
01-475; Warszawa; ul. Radziejowicka
01-475; Warszawa; ul. Rozalińska
01-476; Warszawa; ul. Kaliskiego Sylwestra
01-476; Warszawa; ul. Lazurowa od 185 do 203
01-476; Warszawa; ul. Skwer Decowskiego Jacka
01-477; Warszawa; ul. Kutrzeby Tadeusza
01-478; Warszawa; ul. Kleeberga Franciszka
01-478; Warszawa; ul. Westerplatte
01-479; Warszawa; ul. Lazurowa od 84 do 164, od 83 do 183
01-480; Warszawa; ul. Ciołkowskiego Konstantego
01-480; Warszawa; ul. Einsteina Alberta
01-480; Warszawa; ul. Kartezjusza
01-481; Warszawa; ul. Archimedesa
01-481; Warszawa; ul. Leibnitza Gottfrieda
01-481; Warszawa; ul. Siemienowicza Kazimierza
01-482; Warszawa; ul. Galileusza
01-482; Warszawa; ul. Mendelejewa Dymitra
01-482; Warszawa; ul. Newtona Izaaka
01-483; Warszawa; ul. Arciszewskiego Krzysztofa
01-483; Warszawa; ul. Dobrowolskiego Antoniego Bolesława
01-483; Warszawa; ul. Gąsiorowskiego Wacława
01-483; Warszawa; ul. Pitagorasa
01-485; Warszawa; ul. Gołuchowska
01-485; Warszawa; ul. Radiowa
01-485; Warszawa; ul. Secemińska
01-485; Warszawa; ul. Uniejowska
01-486; Warszawa; ul. Telefoniczna
01-487; Warszawa; ul. Bawełniana
01-488; Warszawa; ul. Grotowska
01-488; Warszawa; ul. Natalii
01-489; Warszawa; ul. Lazurowa od 205 do ostatniego
01-490; Warszawa; ul. Dostępna
01-490; Warszawa; ul. Ebro
01-490; Warszawa; ul. Laserowa
01-491; Warszawa; ul. Akantu
01-491; Warszawa; ul. Thomeego Wiktora
01-492; Warszawa; ul. Kunickiego Stanisława
01-492; Warszawa; ul. Sobczaka Michała
01-492; Warszawa; ul. Telewizyjna
01-493; Warszawa; ul. Andyjska
01-493; Warszawa; ul. Apenińska
01-493; Warszawa; ul. Czerwonych Maków
01-493; Warszawa; ul. Dynarska
01-493; Warszawa; ul. Generała Bołtucia Mikołaja
01-493; Warszawa; ul. Himalajska
01-493; Warszawa; ul. Kędzierskiego Jana
01-493; Warszawa; ul. Księdza Markiewicza Bronisława
01-493; Warszawa; ul. Lencewicza Stanisława
01-493; Warszawa; ul. Orlich Gniazd
01-493; Warszawa; ul. Pirenejska
01-493; Warszawa; ul. Szadkowskiego Wacława
01-493; Warszawa; ul. Szareckiego Bolesława
01-493; Warszawa; ul. Wrocławska
01-494; Warszawa; ul. Andriollego Michała Elwira
01-494; Warszawa; ul. Bailly Rosy
01-494; Warszawa; ul. Bandrowskiego Juliusza Kadena
01-494; Warszawa; ul. Blatona Jana
01-494; Warszawa; ul. Księcia Bolesława
01-494; Warszawa; ul. Obrońców Tobruku
01-494; Warszawa; ul. Oławska
01-494; Warszawa; ul. Osmańczyka Edmunda Jana
01-494; Warszawa; ul. Piastów Śląskich
01-494; Warszawa; ul. Sołtana Andrzeja
01-494; Warszawa; ul. Widawska
01-494; Warszawa; ul. Wolfkego Mieczysława
01-495; Warszawa; ul. Zachodzącego Słońca
01-496; Warszawa; ul. Kawy Franciszka
01-496; Warszawa; ul. Korfantego Wojciecha
01-496; Warszawa; ul. Miarki Karola
01-496; Warszawa; ul. Millera Romualda
01-496; Warszawa; ul. Morcinka Gustawa
01-496; Warszawa; ul. Popiołka Romana
01-496; Warszawa; ul. Rodło
01-496; Warszawa; ul. Rostworowskiego Stanisława
01-496; Warszawa; ul. Sosnowiecka
01-497; Warszawa; ul. Afrodyty
01-497; Warszawa; ul. Apollina
01-497; Warszawa; ul. Artemidy
01-497; Warszawa; ul. Elektry
01-497; Warszawa; ul. Hery
01-497; Warszawa; ul. Posejdona
01-497; Warszawa; ul. Prometeusza
01-497; Warszawa; ul. Zeusa
01-498; Warszawa; ul. Ligonia Stanisława
01-498; Warszawa; ul. Podmiejska
01-498; Warszawa; ul. Stellera Pawła
01-499; Warszawa; Poczta Warszawa 046, ul. Piastów Śląskich 29
01-499; Warszawa; Skrytki Pocztowe Poczta Warszawa 046, ul. Piastów Śląskich 29
01-501; Warszawa; ul. Księdza Popiełuszki Jerzego od 2 do 12
01-502; Warszawa; ul. Księdza Boguckiego Teofila od 2 do ostatniego
01-503; Warszawa; Al. Wojska Polskiego od 58 do ostatniego, od 35 do ostatniego
01-504; Warszawa; ul. Gołębiowskiego Łukasza
01-505; Warszawa; ul. Generała Zajączka Józefa od 17 do ostatniego
01-506; Warszawa; ul. Bitwy pod Rokitną
01-506; Warszawa; ul. Kokarda
01-507; Warszawa; ul. Or-Ota
01-508; Warszawa; ul. Księdza Boguckiego Teofila od 1 do ostatniego
01-510; Warszawa; ul. Generała Zajączka Józefa od 22 do ostatniego, od 11 do 15
01-511; Warszawa; ul. Czarnieckiego Stefana od 2 do 16, od 1 do 7
01-512; Warszawa; ul. Lisa Kuli Leopolda
01-513; Warszawa; ul. Felińskiego Alojzego od 2 do 16, od 1 do 19
01-514; Warszawa; Pl. Inwalidów od 1 do ostatniego
01-515; Warszawa; Al. Wojska Polskiego od 17 do 33
01-517; Warszawa; ul. Mickiewicza Adama od 2 do 20, od 1 do 23
01-518; Warszawa; ul. Generała Zajączka Józefa od 1 do 9
01-519; Warszawa; ul. Dymińska
01-520; Warszawa; ul. Krajewskiego Rafała
01-521; Warszawa; ul. Jeziorańskiego Jana
01-522; Warszawa; ul. Generała Zajączka Józefa od 2 do 20
01-523; Warszawa; ul. Śmiała od 2 do 36, od 1 do 41
01-524; Warszawa; Al. Wojska Polskiego od 2 do 14, od 1 do 15
01-526; Warszawa; ul. Śmiała od 38 do ostatniego, od 43 do ostatniego
01-527; Warszawa; ul. Mierosławskiego Ludwika od 2 do 4, od 1 do 11
01-528; Warszawa; Pl. Słoneczny
01-529; Warszawa; ul. Kaniowska
01-529; Warszawa; ul. Munka Andrzeja
01-529; Warszawa; ul. Żołnierzy Żywiciela
01-530; Warszawa; ul. Krasińskiego Zygmunta od 1 do 9
01-531; Warszawa; ul. Wybrzeże Gdyńskie
01-532; Warszawa; ul. Skazańców
01-532; Warszawa; ul. Trojaka
01-533; Warszawa; ul. Cudnowska
01-534; Warszawa; ul. Księdza Ściegiennego Piotra
01-535; Warszawa; ul. Fawory
01-536; Warszawa; ul. Bitna
01-537; Warszawa; ul. Czujna
01-538; Warszawa; Pl. Gwardii
01-538; Warszawa; ul. Gwardii
01-539; Warszawa; ul. Levittoux Karola
01-540; Warszawa; ul. Forteczna
01-540; Warszawa; ul. Hauke Bosaka Józefa
01-540; Warszawa; ul. Jakiela Albina
01-541; Warszawa; ul. Czarnieckiego Stefana od 72 do ostatniego, od 51 do ostatniego
01-542; Warszawa; ul. Szaniawskiego Jerzego
01-543; Warszawa; ul. Ejsmonda Juliana
01-547; Warszawa; Poczta Warszawa 077, Pl. Inwalidów 6/8
01-548; Warszawa; ul. Czarnieckiego Stefana od 18 do 70, od 9 do 49
01-549; Warszawa; ul. Mierosławskiego Ludwika od 6 do 16, od 13 do 21
01-551; Warszawa; ul. Mickiewicza Adama od 22 do 28, od 25 do 25
01-552; Warszawa; Pl. Inwalidów od 10 do ostatniego
01-553; Warszawa; Pl. Inwalidów od 2 do 8
01-554; Warszawa; Al. Wojska Polskiego od 16 do 56
01-555; Warszawa; ul. Felińskiego Alojzego od 18 do 22, od 21 do 27
01-556; Warszawa; ul. Lechonia Jana
01-557; Warszawa; ul. Brodzińskiego Kazimierza
01-558; Warszawa; ul. Mierosławskiego Ludwika od 18 do ostatniego
01-559; Warszawa; Pl. Wilsona J. W. od 6 do ostatniego
01-560; Warszawa; ul. Toeplitza Teodora
01-562; Warszawa; ul. Mickiewicza Adama od 27 do 27
01-563; Warszawa; ul. Felińskiego Alojzego od 36 do ostatniego, od 39 do ostatniego
01-564; Warszawa; ul. Pogonowskiego Stefana od 16 do ostatniego
01-565; Warszawa; ul. Hozjusza Stanisława
01-566; Warszawa; ul. Krasińskiego Zygmunta od 11 do 21
01-567; Warszawa; ul. Mierosławskiego Ludwika od 23 do ostatniego
01-568; Warszawa; ul. Pogonowskiego Stefana od 2 do 12, od 1 do ostatniego
01-569; Warszawa; ul. Felińskiego Alojzego od 24 do 34, od 29 do 37
01-570; Warszawa; ul. Niegolewskiego Władysława
01-571; Warszawa; ul. Kozietulskiego Jana
01-572; Warszawa; ul. Wieniawskiego Henryka
01-573; Warszawa; ul. Podstarościch
01-574; Warszawa; ul. Kochowskiego Wespazjana
01-576; Warszawa; ul. Kossaka Juliusza
01-577; Warszawa; ul. Wyspiańskiego Stanisława
01-578; Warszawa; Pl. Henkla Dionizego
01-579; Warszawa; ul. Trentowskiego Bronisława
01-580; Warszawa; ul. Krasińskiego Zygmunta od 23 do 29
01-581; Warszawa; ul. Krasińskiego Zygmunta od 16 do 20
01-582; Warszawa; ul. Filarecka
01-583; Warszawa; Poczta Warszawa 032, ul. Filarecka 3
01-584; Warszawa; ul. Sarbiewskiego Macieja
01-585; Warszawa; ul. Jaśkiewicza Teofila
01-585; Warszawa; ul. Próchnika Adama
01-586; Warszawa; ul. Suzina Pawła
01-587; Warszawa; ul. Sarmatów
01-588; Warszawa; ul. Czaki Hanki
01-588; Warszawa; ul. Harcerska
01-589; Warszawa; ul. Sierpecka od 1 do ostatniego
01-590; Warszawa; ul. Księdza Popiełuszki Jerzego od 14 do ostatniego
01-592; Warszawa; ul. Słowackiego Juliusza od 5 do 43
01-593; Warszawa; ul. Sierpecka od 2 do ostatniego
01-594; Warszawa; ul. Poczobutta Marcina
01-595; Warszawa; ul. Księdza Popiełuszki Jerzego od 11 do ostatniego
01-601; Warszawa; ul. Krasińskiego Zygmunta od 2 do 8
01-602; Warszawa; ul. Sułkowskiego Józefa od 2 do ostatniego, od 1 do 9
01-603; Warszawa; ul. Dygasińskiego Adolfa
01-604; Warszawa; ul. Gomółki Mikołaja
01-604; Warszawa; ul. Promyka Kazimierza
01-605; Warszawa; ul. Dziennikarska
01-606; Warszawa; ul. Koźmiana Kajetana
01-607; Warszawa; ul. Kniaźnina Franciszka od 2 do 8, od 1 do ostatniego
01-608; Warszawa; ul. Tucholska od 2 do 20, od 1 do 7
01-609; Warszawa; ul. Karpińskiego Franciszka
01-610; Warszawa; ul. Sułkowskiego Józefa od 11 do ostatniego
01-611; Warszawa; ul. Rybińskiego Czesława Ludwika
01-612; Warszawa; ul. Bytomska
01-612; Warszawa; ul. Mysłowicka
01-613; Warszawa; ul. Bohomolca Franciszka
01-614; Warszawa; ul. Święcickiego Juliana Adolfa
01-615; Warszawa; Pl. Wilsona J. W. od 2 do 2, od 1 do ostatniego
01-615; Warszawa; ul. Krasińskiego Zygmunta od 10 do 14
01-616; Warszawa; ul. Mickiewicza Adama od 30 do 36, od 29 do 31
01-617; Warszawa; ul. Kniaźnina Franciszka od 10 do ostatniego
01-618; Warszawa; ul. Tucholska od 22 do ostatniego, od 9 do ostatniego
01-619; Warszawa; ul. Potocka od 19 do 31
01-620; Warszawa; ul. Solskiego Ludwika
01-621; Warszawa; ul. Wawrzyńskiej Ludwiki
01-622; Warszawa; ul. Drużbackiej Elżbiety
01-623; Warszawa; ul. Modrzejewskiej Heleny
01-624; Warszawa; Pl. Lelewela Joachima
01-625; Warszawa; ul. Mickiewicza Adama od 33 do ostatniego
01-626; Warszawa; Pl. Wilsona J. W. od 4 do 4
01-627; Warszawa; ul. Słowackiego Juliusza od 2 do 18, od 1 do 3
01-628; Warszawa; Poczta Warszawa 104, ul. Marii Kazimiery 1
01-629; Warszawa; ul. Słowackiego Juliusza od 48 do ostatniego
01-630; Warszawa; ul. Siemiradzkiego Henryka
01-630; Warszawa; ul. Urzędnicza
01-631; Warszawa; ul. Potocka od 33 do ostatniego
01-632; Warszawa; ul. Bieniewicka
01-633; Warszawa; ul. Gdańska od 2 do 4, od 1 do ostatniego
01-634; Warszawa; ul. Słowackiego Juliusza od 20 do 46
01-635; Warszawa; ul. Krechowiecka
01-635; Warszawa; ul. Szczepanowskiego Stanisława
01-636; Warszawa; ul. Cieszkowskiego Augusta
01-636; Warszawa; ul. Żółkowskich
01-637; Warszawa; ul. Szajnochy Karola
01-638; Warszawa; ul. Kątowa
01-639; Warszawa; ul. Potocka od 5 do 17
01-640; Warszawa; ul. Paska Jana Chryzostoma
01-641; Warszawa; ul. Marii Kazimiery od 2 do 70, od 1 do 51
01-641; Warszawa; ul. Skotnicka
01-643; Warszawa; ul. Twardowskiego Samuela
01-644; Warszawa; ul. Dembińskiego Henryka
01-644; Warszawa; ul. Rymkiewicza Franciszka
01-645; Warszawa; ul. Gawińskiego Jana
01-645; Warszawa; ul. Opalińskiego Krzysztofa
01-646; Warszawa; ul. Jelinka Edwarda
01-647; Warszawa; ul. Drohicka
01-647; Warszawa; ul. Mścisławska
01-648; Warszawa; ul. Małogoska
01-649; Warszawa; ul. Lutosławskiego Witolda
01-649; Warszawa; ul. Młodzieszyńska
01-650; Warszawa; ul. Mickiewicza Adama od 38 do ostatniego
01-651; Warszawa; ul. Gwiaździsta
01-652; Warszawa; ul. Potocka od 2 do ostatniego, od 1 do 3
01-654; Warszawa; ul. Barszczewska
01-656; Warszawa; ul. Tylżycka
01-658; Warszawa; ul. Smoszewska
01-664; Warszawa; ul. Grudziądzka
01-665; Warszawa; ul. Morawska
01-669; Warszawa; ul. Gawłowska
01-670; Warszawa; ul. Marii Kazimiery od 102 do ostatniego
01-673; Warszawa; ul. Podleśna
01-674; Warszawa; ul. Tczewska
01-677; Warszawa; ul. Marii Kazimiery od 72 do 100, od 53 do ostatniego
01-678; Warszawa; ul. Cząstkowska
01-678; Warszawa; ul. Grochowiaka Stanisława
01-679; Warszawa; ul. Rajszewska
01-680; Warszawa; Poczta Warszawa 014, ul. Gwiaździsta 27
01-680; Warszawa; Skrytki Pocztowe Poczta Warszawa 014, ul. Gwiaździsta 27
01-681; Warszawa; ul. Raduńska
01-682; Warszawa; ul. Gombrowicza Witolda
01-682; Warszawa; ul. Kiwerska
01-682; Warszawa; ul. Schulza Brunona
01-683; Warszawa; ul. Pelplińska
01-684; Warszawa; ul. Klaudyny
01-684; Warszawa; ul. Sobocka
01-684; Warszawa; ul. Stachury Edwarda
01-685; Warszawa; ul. Berenta Wacława
01-685; Warszawa; ul. Bohdziewicza Antoniego
01-685; Warszawa; ul. Łomiańska
01-687; Warszawa; ul. Lektykarska
01-687; Warszawa; ul. Pucka
01-687; Warszawa; ul. Wierzyńskiego Kazimierza
01-688; Warszawa; ul. Pęcicka
01-689; Warszawa; ul. Hłaski Marka
01-689; Warszawa; ul. Rudzka
01-690; Warszawa; ul. Słowackiego Juliusza od 45 do ostatniego
01-691; Warszawa; ul. Gdańska od 6 do ostatniego
01-692; Warszawa; ul. Kolektorska
01-693; Warszawa; ul. Księdza Trószyńskiego Zygmunta
01-694; Warszawa; ul. Kaskadowa
01-694; Warszawa; ul. Oksywska
01-695; Warszawa; Al. Słowiańska
01-695; Warszawa; ul. Chlewińska
01-695; Warszawa; ul. Kościańska
01-696; Warszawa; ul. Opatowska
01-697; Warszawa; ul. Brochowska
01-697; Warszawa; ul. Zabłocińska
01-698; Warszawa; ul. Smoleńskiego Władysława
01-699; Warszawa; ul. Parandowskiego Jana
01-702; Warszawa; ul. Ogólna
01-703; Warszawa; ul. Gąbińska
01-707; Warszawa; ul. Kiełpińska
01-708; Warszawa; ul. Słodowiec
01-709; Warszawa; ul. Sadowskiej Barbary
01-710; Warszawa; ul. Włościańska
01-711; Warszawa; ul. Tołwińskiego Stanisława
01-715; Warszawa; ul. Kłodawska
01-716; Warszawa; ul. Broniewskiego Władysława od 50 do 58, od 31 do 55
01-727; Warszawa; ul. Libawska
01-728; Warszawa; ul. Powązkowska od 46 do ostatniego, od 47 do ostatniego
01-730; Warszawa; ul. Generała Maczka Stanisława
01-735; Warszawa; ul. Saperska
01-736; Warszawa; ul. Dolnośląska
01-737; Warszawa; ul. Elbląska od 8 do ostatniego, od 25 do ostatniego
01-738; Warszawa; ul. Izabelli
01-739; Warszawa; ul. Opalińska
01-740; Warszawa; ul. Pionierska
01-741; Warszawa; ul. Połąska
01-742; Warszawa; ul. Sybilli
01-743; Warszawa; ul. Głogowska
01-745; Warszawa; ul. Jasnodworska
01-747; Warszawa; ul. Elbląska od 2 do 6, od 1 do 23
01-748; Warszawa; ul. Szamocka
01-748; Warszawa; ul. Trembeckiego Stanisława
01-749; Warszawa; Al. Prymasa Tysiąclecia od 104 do ostatniego, od 157 do ostatniego
01-755; Warszawa; ul. Krasińskiego Zygmunta od 44 do ostatniego, od 41 do ostatniego
01-756; Warszawa; ul. Przasnyska
01-769; Warszawa; ul. Krasińskiego Zygmunta od 22 do 36
01-770; Warszawa; ul. Sady Żoliborskie od 1 do 3
01-771; Warszawa; ul. Broniewskiego Władysława od 10 do 48
01-772; Warszawa; ul. Sady Żoliborskie od 2 do ostatniego, od 5 do ostatniego
01-773; Warszawa; ul. Braci Załuskich
01-773; Warszawa; ul. Gojawiczyńskiej Poli
01-779; Warszawa; ul. Krasińskiego Zygmunta od 38 do 42
01-780; Warszawa; ul. Broniewskiego Władysława od 9 do 29
01-783; Warszawa; Al. Armii Krajowej
01-783; Warszawa; Poczta Warszawa 086, ul. Broniewskiego 2
01-784; Warszawa; ul. Krasińskiego Zygmunta od 31 do 39
01-785; Warszawa; ul. Broniewskiego Władysława od 2 do 8, od 1 do 7
01-786; Warszawa; ul. Księdza Popiełuszki Jerzego od 1 do 9
01-787; Warszawa; Pl. Grunwaldzki
01-792; Warszawa; ul. Matysiakówny Krystyny
01-793; Warszawa; ul. Rydygiera Ludwika
01-794; Warszawa; ul. Burakowska od 22 do ostatniego, od 33 do ostatniego
01-796; Warszawa; ul. Duchnicka
01-797; Warszawa; ul. Powązkowska od 2 do 44, od 1 do 45
01-798; Warszawa; ul. Ostrowiecka
01-800; Warszawa; Poczta Warszawa 045, Al. Zjednoczenia 19
01-801; Warszawa; Al. Zjednoczenia od 38 do ostatniego
01-802; Warszawa; ul. Marymoncka od 49 do 87
01-803; Warszawa; ul. Cegłowska od 2 do 44, od 1 do 25
01-804; Warszawa; ul. Babicka
01-804; Warszawa; ul. Granowska
01-804; Warszawa; ul. Rytelska
01-805; Warszawa; ul. Krotoszyńska
01-805; Warszawa; ul. Lubomelska
01-806; Warszawa; ul. Zuga Bogumiła od 2 do 16, od 1 do 33
01-807; Warszawa; ul. Barcicka od 2 do 6, od 1 do 7
01-808; Warszawa; ul. Grębałowska
01-808; Warszawa; ul. Lesznowolska
01-809; Warszawa; ul. Cegłowska od 46 do ostatniego, od 27 do ostatniego
01-810; Warszawa; ul. Karska
01-810; Warszawa; ul. Twardowska
01-811; Warszawa; ul. Zuga Bogumiła od 18 do ostatniego, od 35 do ostatniego
01-812; Warszawa; ul. Szaflarska
01-813; Warszawa; ul. Marymoncka od 34 do 34, od 89 do 119
01-815; Warszawa; ul. Dewajtis
01-815; Warszawa; ul. Kamedulska
01-815; Warszawa; ul. Pergaminów
01-817; Warszawa; ul. Kasprowicza Jana od 21 do 41
01-818; Warszawa; ul. Podczaszyńskiego Bolesława od 1 do 5
01-819; Warszawa; ul. Żeromskiego Stefana od 6 do 14
01-820; Warszawa; ul. Lisowska
01-821; Warszawa; ul. Hajoty
01-821; Warszawa; ul. Swarzewska
01-822; Warszawa; ul. Schroegera Efraima od 2 do 72, od 1 do 73
01-823; Warszawa; ul. Kasprowicza Jana od 87 do 107
01-824; Warszawa; ul. Przybyszewskiego Stanisława od 28 do ostatniego, od 57 do ostatniego
01-825; Warszawa; ul. Żeromskiego Stefana od 52 do 62
01-826; Warszawa; ul. Kleczewska od 28 do ostatniego, od 27 do ostatniego
01-827; Warszawa; ul. Płatnicza od 66 do ostatniego, od 69 do ostatniego
01-828; Warszawa; ul. Schroegera Efraima od 74 do 82, od 75 do 87
01-829; Warszawa; Al. Zjednoczenia od 1 do 25
